GeneID	Control_1	Control_2	Erb1KO_1	Erb1KO_2
LOC729234	156	180	138	98
LOC729444	0	0	0	0
LOC729506	5	2	1	2
LOC729513	101	124	93	74
LOC729603	104	101	95	55
LOC729609	0	0	0	0
LOC729668	2	2	2	0
LOC729678	403	408	479	329
LOC729723	178	175	192	163
LOC729737	264	297	362	230
LOC729799	172	162	179	101
LOC729852	978	862	1167	996
LOC729862	53	41	59	31
LOC729911	0	0	0	0
LOC729950	0	0	0	0
LOC729966	0	0	0	0
LOC729970	2	0	0	0
LOC730091	662	595	915	599
LOC730101	879	772	965	681
LOC730102	283	226	395	247
LOC730159	0	0	0	0
LOC730227	17	22	33	10
LOC730441	0	0	0	0
LOC730668	0	0	2	1
LOC730755	0	0	0	0
LOC730811	0	0	0	0
LOC731223	4	7	3	2
LOC731275	0	1	5	5
LOC731424	0	0	0	0
LOC731779	0	0	0	0
LOC731789	0	0	0	0
LOC732275	0	0	1	0
LOC79015	11	8	7	3
LOC80054	197	157	97	80
LOC81691	457	355	708	406
LOC84856	155	186	199	97
LOC84931	0	0	0	0
LOC84989	147	104	149	125
LOC90246	3	2	1	0
LOC90499	1	2	0	0
LOC90784	259	248	297	187
LOC90834	14	22	20	15
LOC91149	0	0	0	0
LOC91450	3	2	0	1
LOC91948	0	0	0	0
LOC92249	2016	1950	2427	1706
LOC92659	188	188	139	92
LOC93432	0	0	0	0
LOC93622	765	702	769	584
LOC96610	491	408	538	329
LOH12CR1	471	386	412	403
LOH12CR2	68	58	96	41
LONP1	9592	8120	7948	6929
LONP2	8613	7768	9518	5912
LONRF1	1901	1588	2596	1891
LONRF2	2983	2528	3132	1968
LONRF3	23	16	39	24
LOR	0	0	0	0
LOX	30	32	43	46
LOXHD1	0	0	0	0
LOXL1	11	16	11	4
LOXL2	97	85	105	78
LOXL3	93	76	92	77
LOXL4	0	1	0	0
LPA	0	0	0	0
LPAL2	9	7	14	8
LPAR1	0	3	2	2
LPAR2	1566	1426	1163	821
LPAR3	1	0	0	0
LPAR4	0	0	1	0
LPAR5	0	0	0	0
LPAR6	171	166	299	201
LPCAT1	4650	4091	5812	3772
LPCAT2	189	187	218	133
LPCAT3	1824	1704	1906	1098
LPCAT4	618	620	569	323
LPGAT1	4927	4323	6083	4372
LPHN1	4601	4286	3964	2628
LPHN2	1	7	1	11
LPHN3	2	4	2	2
LPIN1	1860	1527	3018	1748
LPIN2	2918	2479	3588	2292
LPIN3	2075	1816	2094	1209
LPL	0	0	0	0
LPO	2	3	7	3
LPP	2668	2440	3849	2664
LPP-AS2	93	75	118	60
LPPR1	1	2	0	2
LPPR2	4510	4280	3974	2841
LPPR3	0	0	0	0
LPPR4	2	4	0	3
LPPR5	88	68	124	45
LPXN	170	166	164	116
LRAT	5	2	1	2
LRBA	11100	9137	11690	6533
LRCH1	1987	1793	2144	1403
LRCH2	0	2	0	2
LRCH3	767	667	869	501
LRCH4	1543	1393	1369	927
LRFN1	101	74	68	67
LRFN2	42	42	20	21
LRFN3	417	381	293	231
LRFN4	1434	1120	889	773
LRFN5	1	1	0	3
LRG1	40	52	65	35
LRGUK	3	0	3	0
LRIF1	1141	985	1576	1134
LRIG1	7385	6568	7633	5110
LRIG2	547	396	570	369
LRIG3	942	805	970	628
LRIT1	0	0	0	0
LRIT2	0	0	0	0
LRIT3	0	2	0	0
LRMP	1	0	0	0
LRP1	1131	1080	1043	453
LRP10	16259	13891	13821	8401
LRP11	3071	2720	4006	3043
LRP12	252	215	336	273
LRP1B	13	9	36	17
LRP2	14	13	7	6
LRP2BP	8	8	13	12
LRP3	2532	2078	1425	1376
LRP4	37	35	47	26
LRP5	11495	10087	9789	6759
LRP5L	210	222	197	120
LRP6	2927	2345	3275	1976
LRP8	1597	1525	2977	1482
LRPAP1	5698	5530	5543	3670
LRPPRC	23105	19348	22762	15889
LRR1	708	621	1133	735
LRRC1	2682	2391	2846	1945
LRRC10	0	0	0	0
LRRC10B	17	17	11	13
LRRC14	1756	1562	1794	1143
LRRC14B	0	0	0	0
LRRC15	13	35	32	15
LRRC16A	1990	1750	2216	1280
LRRC16B	49	34	40	30
LRRC17	2	4	5	0
LRRC18	0	0	0	0
LRRC19	0	1	0	0
LRRC2	2	2	3	3
LRRC20	464	402	390	182
LRRC23	297	247	223	161
LRRC24	203	164	111	82
LRRC25	0	0	0	0
LRRC26	55	50	16	32
LRRC27	638	642	608	560
LRRC28	629	563	563	361
LRRC29	84	104	55	46
LRRC3	33	35	34	24
LRRC30	0	0	0	0
LRRC31	0	0	1	2
LRRC32	2	0	0	0
LRRC33	0	1	0	0
LRRC34	1	1	0	0
LRRC36	1	0	0	0
LRRC37A	0	0	0	0
LRRC37A2	17	14	33	20
LRRC37A3	163	167	253	159
LRRC37A4	1	0	1	1
LRRC37B	184	153	215	176
LRRC37BP1	404	386	530	368
LRRC38	0	0	0	0
LRRC39	1	2	3	1
LRRC3B	0	0	0	0
LRRC3C	0	0	0	0
LRRC4	5	7	10	6
LRRC40	592	486	804	614
LRRC41	6663	5996	5983	4456
LRRC42	1435	1264	1258	1020
LRRC43	0	0	0	0
LRRC45	678	541	387	329
LRRC46	238	210	137	111
LRRC47	1941	1682	1707	1405
LRRC48	66	53	26	31
LRRC49	14	18	37	41
LRRC4B	25	10	6	10
LRRC4C	1	3	5	2
LRRC52	0	0	2	0
LRRC55	0	0	1	0
LRRC56	426	359	298	198
LRRC57	314	320	426	279
LRRC58	3404	2657	4821	4007
LRRC59	18528	16555	21450	16708
LRRC6	19	18	19	12
LRRC61	802	684	547	491
LRRC66	0	0	0	0
LRRC67	2	3	2	2
LRRC68	2659	2215	1767	1462
LRRC69	2	0	2	2
LRRC7	0	1	2	2
LRRC70	11	10	12	4
LRRC71	0	0	0	0
LRRC8A	1244	1195	1335	987
LRRC8B	1049	902	1482	1168
LRRC8C	47	51	84	54
LRRC8D	1463	1242	1809	1271
LRRC8E	1023	902	870	628
LRRCC1	473	368	853	542
LRRD1	0	0	0	1
LRRFIP1	4764	4333	5557	3586
LRRFIP2	1387	1097	1394	970
LRRIQ1	1	0	1	2
LRRIQ3	4	3	7	6
LRRIQ4	14	15	13	17
LRRK1	198	169	213	137
LRRK2	86	69	130	67
LRRN1	1	0	0	0
LRRN2	2670	2587	2378	1567
LRRN3	1	4	4	5
LRRN4	0	0	1	0
LRRN4CL	1	2	2	0
LRRTM1	3	3	1	9
LRRTM2	3	1	3	0
LRRTM3	0	0	1	0
LRRTM4	3	1	1	0
LRSAM1	1508	1373	1553	1031
LRTM1	0	0	0	0
LRTM2	5	2	1	3
LRTOMT	944	930	1028	651
LRWD1	918	805	703	563
LSAMP	1	2	0	1
LSAMP-AS3	0	0	0	0
LSG1	2829	2414	2755	1955
LSM1	1736	1692	1926	1413
LSM10	1799	1671	1632	1291
LSM11	246	216	242	150
LSM12	67	69	119	107
LSM14A	4862	4296	6194	4753
LSM14B	7020	5960	5726	4599
LSM2	1381	1311	1255	1036
LSM3	2594	2300	3709	2272
LSM4	4442	3937	3988	2919
LSM5	3130	2914	4991	3942
LSM6	412	391	605	492
LSM7	1104	1006	945	767
LSMD1	1237	1080	972	802
LSP1	0	0	0	0
LSR	7927	7318	6257	4553
LSS	4612	4245	5680	3587
LST1	1	2	1	1
LTA	3	2	1	0
LTA4H	5178	4520	4298	2800
LTB	27	18	58	44
LTB4R	159	185	226	126
LTB4R2	34	42	41	25
LTBP1	2075	1958	2535	1348
LTBP2	136	145	108	83
LTBP3	2480	2288	1983	1422
LTBP4	1853	1548	1141	950
LTBR	5936	5544	5840	4328
LTC4S	128	81	40	55
LTF	3	5	0	2
LTK	4	5	5	5
LTN1	2237	1761	3348	2082
LTV1	1517	1374	1821	1275
LUC7L	1302	1165	1248	885
LUC7L2	5855	5099	5721	3820
LUC7L3	3608	3157	4682	2643
LUM	1	1	0	0
LUZP1	1958	1553	2089	1139
LUZP2	1	0	2	3
LUZP4	0	0	0	0
LUZP6	0	0	0	0
LXN	1820	1715	1885	1219
LY6D	5	5	0	1
LY6E	13387	13982	13896	9566
LY6G5B	110	105	169	90
LY6G5C	161	149	171	96
LY6G6C	28	21	30	11
LY6G6D	10	6	1	3
LY6G6E	0	0	0	0
LY6G6F	0	0	0	0
LY6H	0	1	1	1
LY6K	0	0	0	1
LY75	1	1	0	0
LY75-CD302	0	0	0	0
LY86	0	0	0	0
LY86-AS1	0	0	1	1
LY9	0	0	0	0
LY96	0	2	3	3
LYAR	546	506	738	533
LYG1	2	2	0	1
LYG2	1	0	0	0
LYL1	0	0	0	0
LYN	59	42	119	96
LYNX1	67	83	110	50
LYPD1	310	288	297	159
LYPD2	0	0	0	0
LYPD3	1567	1496	1013	702
LYPD4	20	31	3	4
LYPD5	0	0	0	0
LYPD6	416	352	437	223
LYPD6B	2526	2393	2261	1594
LYPLA1	1996	1617	2710	3188
LYPLA2	1447	1426	1150	773
LYPLAL1	969	891	1245	1001
LYRM1	972	786	1242	964
LYRM2	3194	2825	4120	2877
LYRM4	800	758	542	488
LYRM5	483	395	888	782
LYRM7	679	534	915	885
LYSMD1	688	480	484	372
LYSMD2	1418	1317	1709	1500
LYSMD3	1561	1274	2392	2088
LYSMD4	169	170	173	107
LYST	355	244	483	248
LYVE1	0	0	0	0
LYZ	0	2	1	0
LYZL1	1	1	0	0
LYZL2	11	15	24	20
LYZL4	0	0	0	0
LYZL6	0	0	0	0
LZIC	860	688	980	812
LZTFL1	1253	1050	1198	1134
LZTR1	2032	1760	2126	1306
LZTS1	0	0	0	0
LZTS2	2368	1922	1576	1214
M1	0	0	0	0
M6PR	5285	4453	5981	4046
MAB21L1	0	0	0	0
MAB21L2	0	0	0	0
MAB21L3	12	9	5	5
MACC1	68	70	81	45
MACF1	6935	5640	7831	4546
MACROD1	1937	1486	1100	1103
MACROD2	49	27	61	37
MACROD2-AS1	0	0	0	0
MAD1L1	1030	1029	1192	926
MAD2L1	486	411	1152	863
MAD2L1BP	1669	1673	1794	1313
MAD2L2	1138	1096	1187	913
MADCAM1	2	1	3	1
MADD	7445	6608	7408	4417
MAEA	1917	1630	1632	1200
MAEL	1	1	0	0
MAF	27	22	69	62
MAF1	11595	10499	10192	8447
MAFA	60	54	49	16
MAFB	349	296	292	249
MAFF	250	179	324	216
MAFG	1953	1582	1968	1455
MAFIP	0	0	0	0
MAFK	1417	1213	1079	839
MAG	21	15	40	24
MAGEA1	1	3	3	4
MAGEA10	0	0	0	0
MAGEA10-MAGEA5	0	0	0	0
MAGEA11	1	0	0	0
MAGEA12	0	0	1	0
MAGEA2	0	0	0	0
MAGEA2B	0	0	0	0
MAGEA3	0	0	0	0
MAGEA4	0	0	0	0
MAGEA5	0	0	0	0
MAGEA6	0	0	0	0
MAGEA8	0	0	0	0
MAGEA9	0	0	0	0
MAGEA9B	0	0	0	0
MAGEB1	0	0	0	0
MAGEB10	0	0	0	0
MAGEB16	0	0	0	0
MAGEB18	2	0	1	0
MAGEB2	0	0	0	0
MAGEB3	0	0	0	0
MAGEB4	0	0	0	0
MAGEB6	4	4	2	3
MAGEC1	4	1	3	2
MAGEC2	0	1	1	0
MAGEC3	1	0	0	3
MAGED1	10197	9798	10819	7235
MAGED2	17535	17661	14942	10348
MAGED4	0	0	0	0
MAGED4B	0	0	0	0
MAGEE1	86	54	60	40
MAGEE2	0	0	0	0
MAGEF1	3054	2791	3327	2695
MAGEH1	1867	1743	2108	1891
MAGEL2	0	0	0	0
MAGI1	1711	1601	1772	1037
MAGI2	130	128	183	197
MAGI3	1655	1512	1954	965
MAGIX	411	347	243	297
MAGOH	1042	965	1196	1025
MAGOHB	463	371	997	734
MAGT1	9379	7962	7685	6291
MAK	2	0	6	2
MAK16	1279	1154	1642	1207
MAL	0	0	1	0
MAL2	18069	15051	26991	22126
MALAT1	10778	9076	16590	9998
MALL	0	0	0	0
MALT1	518	464	699	459
MAMDC2	1	3	6	5
MAMDC4	255	198	183	121
MAML1	3986	3632	4751	2983
MAML2	30	14	40	17
MAML3	790	675	888	540
MAMLD1	60	60	78	44
MAMSTR	40	34	20	22
MAN1A1	30	32	22	20
MAN1A2	6026	4806	6679	4091
MAN1B1	4768	4153	4393	3084
MAN1C1	205	201	198	92
MAN2A1	5074	3859	4475	2634
MAN2A2	3671	3253	4588	2672
MAN2B1	8174	8085	5899	3878
MAN2B2	1895	1688	2147	1412
MAN2C1	3132	2830	2368	1874
MANBA	5921	5254	6028	3806
MANBAL	1497	1434	1519	1117
MANEA	1113	906	1623	1267
MANEAL	3928	3460	4013	2938
MANF	7967	7588	4788	4285
MANSC1	2244	2147	2854	1690
MANSC4	1	0	1	0
MAOA	606	614	497	332
MAOB	49	62	38	18
MAP1A	64	91	90	66
MAP1B	3108	2232	4018	3194
MAP1LC3A	1	0	1	0
MAP1LC3B	10089	8809	15520	14315
MAP1LC3B2	1129	809	1005	1020
MAP1LC3C	0	0	0	0
MAP1S	716	606	505	355
MAP2	274	311	578	408
MAP2K1	2301	2050	2150	1723
MAP2K2	6072	5318	3812	3269
MAP2K3	2526	2427	2480	1809
MAP2K4	2340	2127	2616	1812
MAP2K5	802	648	802	571
MAP2K6	113	96	49	55
MAP2K7	1276	982	968	673
MAP3K1	1434	1305	1655	1126
MAP3K10	437	336	309	249
MAP3K11	1978	1681	1450	1221
MAP3K12	800	787	858	433
MAP3K13	1351	1286	1719	1282
MAP3K14	166	157	202	108
MAP3K15	11	12	14	11
MAP3K2	1901	1554	2551	1739
MAP3K3	2619	2320	2860	1878
MAP3K4	1183	1019	1198	778
MAP3K5	1243	1093	1601	1026
MAP3K6	566	413	511	271
MAP3K7	2925	2551	3385	2210
MAP3K8	280	239	589	379
MAP3K9	1196	969	1256	639
MAP4	12301	10814	13428	9213
MAP4K1	23	21	21	21
MAP4K2	483	404	453	246
MAP4K3	2238	1833	2606	2025
MAP4K4	3647	3094	3973	2423
MAP4K5	1769	1486	2704	1828
MAP6	30	31	37	28
MAP6D1	326	385	325	240
MAP7	5531	4666	6078	4522
MAP7D1	2078	1811	2075	1499
MAP7D2	443	345	353	267
MAP7D3	476	430	809	477
MAP9	1398	1133	1937	1390
MAPK1	7752	6646	8862	6103
MAPK10	74	83	106	65
MAPK11	619	647	659	421
MAPK12	344	339	334	212
MAPK13	2424	2292	2031	1563
MAPK14	3547	3118	4232	2698
MAPK15	29	27	21	7
MAPK1IP1L	2246	2050	3274	2577
MAPK3	9166	9044	8366	5619
MAPK4	415	523	617	290
MAPK6	9565	7765	13433	9857
MAPK7	443	374	346	292
MAPK8	862	681	882	640
MAPK8IP1	1321	1212	856	714
MAPK8IP2	33	36	55	51
MAPK8IP3	1903	1482	1618	1032
MAPK9	5508	4970	6776	4595
MAPKAP1	4362	4053	4109	2896
MAPKAPK2	8992	8746	9747	7128
MAPKAPK3	3557	3335	3129	2075
MAPKAPK5	1823	1705	2424	1589
MAPKBP1	429	354	446	261
MAPRE1	4698	4208	5529	3936
MAPRE2	329	328	548	348
MAPRE3	945	911	1172	750
MAPT	1586	1404	1606	1102
MARCH1	1	1	0	0
MARCH10	4	9	3	3
MARCH11	0	0	0	1
MARCH2	449	447	351	290
MARCH3	122	78	143	101
MARCH4	2	2	2	3
MARCH5	2977	2633	3499	3018
MARCH6	7100	6047	7456	4793
MARCH7	3448	2845	5129	3465
MARCH8	204	178	210	136
MARCH9	2064	2155	1819	1450
MARCKS	1283	1015	1969	1915
MARCKSL1	6416	6042	5013	3519
MARCO	0	0	0	0
MARK1	31	12	40	22
MARK2	3415	2920	3530	2379
MARK2P9	1	1	5	0
MARK3	5120	4899	5819	3711
MARK4	1935	1683	1459	1084
MARS	13960	12428	21396	13501
MARS2	731	659	748	548
MARVELD1	3022	2809	2926	2086
MARVELD2	1952	1566	2340	1367
MARVELD3	1668	1424	1609	1104
MAS1	0	0	0	0
MAS1L	0	0	0	0
MASP1	0	0	0	1
MASP2	0	0	0	0
MAST1	156	150	122	85
MAST2	3216	2816	3418	2288
MAST3	530	525	456	283
MAST4	2057	1861	2431	1495
MASTL	1191	1001	2443	1381
MAT1A	4	4	8	6
MAT2A	9935	9282	11457	7133
MAT2B	2304	2047	2891	2436
MATK	574	473	303	289
MATL2963	0	2	1	1
MATN1	1	5	7	0
MATN2	575	576	676	293
MATN3	30	29	51	35
MATN4	1	0	3	2
MATR3	14206	12006	15519	10858
MAU2	3869	3449	4318	2947
MAVS	10139	8761	9951	6044
MAX	3451	3075	4102	3300
MAZ	27289	24098	25097	19343
MB	3169	3101	2502	1836
MB21D1	479	327	539	332
MB21D2	183	202	214	160
MBD1	812	756	848	588
MBD2	2083	2012	2434	1685
MBD3	1999	1619	991	1020
MBD3L1	0	0	0	0
MBD3L2	0	0	0	0
MBD3L3	1	0	0	0
MBD3L4	0	0	0	0
MBD3L5	0	0	0	0
MBD4	1361	1183	1988	1264
MBD5	774	701	937	525
MBD6	5487	4973	5864	4078
MBIP	769	581	1008	680
MBL1P	0	0	0	0
MBL2	0	0	0	0
MBLAC1	68	66	47	34
MBLAC2	753	582	877	818
MBNL1	1919	1700	2928	2070
MBNL2	2082	1872	2919	2010
MBNL3	1404	1140	2736	2287
MBOAT1	381	302	340	310
MBOAT2	2860	2286	3090	2248
MBOAT4	4	0	6	2
MBOAT7	3567	3422	3557	2579
MBP	1772	1495	1894	1327
MBTD1	2687	2289	3117	2182
MBTPS1	25865	24119	28241	17949
MBTPS2	1770	1492	2470	1683
MC1R	412	437	308	250
MC2R	0	0	0	0
MC3R	0	0	0	0
MC4R	0	0	0	0
MC5R	0	2	0	1
MCAM	13	13	19	14
MCART1	345	306	434	323
MCART2	0	1	1	0
MCART3P	0	0	0	0
MCART6	19	12	15	6
MCAT	763	693	610	423
MCC	996	815	1090	665
MCCC1	4278	4143	4519	3040
MCCC2	44392	40955	53518	32910
MCCD1	0	0	0	0
MCEE	747	757	945	670
MCF2	9	0	7	4
MCF2L	1088	1023	1251	858
MCF2L-AS1	249	244	263	179
MCF2L2	63	55	77	65
MCFD2	9908	8530	11184	7526
MCHR1	1	2	1	1
MCHR2	10	11	13	9
MCL1	11601	10069	16199	11138
MCM10	576	467	1364	678
MCM2	3847	2918	4495	2855
MCM3	6534	5952	7737	4276
MCM3AP	5234	4675	4988	3217
MCM3AP-AS1	72	69	109	60
MCM4	4527	3837	6546	3778
MCM5	1648	1361	1706	1065
MCM6	2357	2061	2775	1599
MCM7	5742	4587	7485	4564
MCM8	400	280	763	378
MCM9	897	746	896	592
MCMBP	3633	3388	4370	3063
MCOLN1	394	396	274	226
MCOLN2	624	559	645	392
MCOLN3	886	800	1546	999
MCPH1	831	706	913	679
MCRS1	5885	5595	5200	4096
MCTP1	13	11	19	16
MCTP2	4	6	4	1
MCTS1	2196	1973	2212	1746
MCU	1067	881	1416	917
MDC1	2489	1973	3316	1738
MDFI	3	0	2	0
MDFIC	2	5	7	2
MDGA1	36	28	65	40
MDGA2	34	40	53	27
MDH1	9901	9476	9584	7143
MDH1B	17	11	12	11
MDH2	13686	12675	13835	9939
MDK	7177	7342	7344	5694
MDM1	596	489	835	470
MDM2	9022	8318	12937	9262
MDM4	2303	2175	3250	2431
MDN1	4084	3400	4648	2735
MDP1	93	80	32	49
MDS2	0	0	0	0
ME1	6998	6342	9787	6843
ME2	809	741	1005	699
ME3	2	3	3	0
MEA1	5798	5531	5903	4119
MEAF6	2353	2141	3083	2613
MECOM	162	153	265	131
MECP2	2529	2358	2764	1802
MECR	840	757	769	538
MED1	2571	2210	3285	1974
MED10	1065	1057	1116	996
MED11	1124	1039	899	637
MED12	3167	2967	3774	2382
MED12L	449	347	647	352
MED13	21351	16923	28750	18490
MED13L	20076	16258	21956	14705
MED14	2897	2550	3355	2151
MED15	2396	2100	2335	1756
MED16	1351	1040	968	775
MED17	837	697	908	563
MED18	617	617	619	403
MED19	561	490	468	351
MED20	1308	1196	1532	972
MED21	681	614	893	679
MED22	2579	2343	2042	1438
MED23	1693	1553	2280	1356
MED24	1325	1278	1348	818
MED25	1205	1070	1073	792
MED26	638	544	541	433
MED27	417	427	440	335
MED28	972	796	901	699
MED29	3212	3009	3735	2440
MED30	541	385	619	485
MED31	204	195	286	160
MED4	938	911	1246	836
MED6	884	918	1156	856
MED7	626	627	733	522
MED8	2222	2019	2519	2043
MED9	1207	1138	976	785
MEF2A	1335	1152	1927	1503
MEF2B	0	0	0	0
MEF2BNB	691	668	563	461
MEF2BNB-MEF2B	0	0	0	0
MEF2C	3	1	1	6
MEF2D	3500	2979	3001	2156
MEFV	2	3	6	8
MEG3	0	1	0	0
MEG8	0	0	0	0
MEGF10	6	5	1	2
MEGF11	1	1	1	0
MEGF6	90	85	103	52
MEGF8	1938	1548	1678	980
MEGF9	2827	2532	3494	2130
MEI1	5	2	5	4
MEIG1	16	11	16	8
MEIS1	141	141	167	103
MEIS2	550	458	674	465
MEIS3	647	639	482	360
MEIS3P1	621	541	700	454
MELK	719	563	1685	937
MEMO1	505	430	515	293
MEN1	2547	2342	2470	1788
MEOX1	0	0	0	0
MEOX2	0	0	0	0
MEP1A	0	0	0	0
MEP1B	1	1	3	0
MEPCE	3511	3119	2977	2058
MEPE	0	0	1	0
MERTK	10	2	10	7
MESDC1	1660	1351	1065	924
MESDC2	3705	3388	3819	2721
MESP1	7	3	0	4
MESP2	0	0	0	0
MEST	2242	2036	2502	1939
MESTIT1	0	0	0	0
MET	576	498	640	419
METAP1	2717	2345	2455	1693
METAP1D	210	166	215	155
METAP2	4853	3986	5586	3706
METRN	2810	2202	1155	1204
METRNL	3031	2557	1793	1644
METTL1	1759	1708	1506	1347
METTL10	995	844	1311	972
METTL11A	1544	1459	1322	1037
METTL11B	0	0	1	0
METTL12	907	763	368	368
METTL13	5223	4974	5390	3514
METTL14	1192	1034	1388	910
METTL15	452	386	532	380
METTL16	1979	1651	2338	1529
METTL17	2077	1983	2244	1521
METTL18	726	667	888	704
METTL19	300	279	250	171
METTL20	47	34	63	62
METTL21A	565	463	593	409
METTL21B	1052	971	983	746
METTL21C	0	0	0	0
METTL21D	237	231	347	246
METTL22	704	625	730	577
METTL23	1247	1073	1167	889
METTL2A	2339	2251	2405	1767
METTL2B	1118	1014	1277	761
METTL3	2279	2125	2565	1487
METTL4	464	429	727	491
METTL5	1165	1161	1130	1046
METTL6	980	816	1187	815
METTL7A	240	185	225	141
METTL7B	440	478	532	376
METTL8	913	736	1133	754
METTL9	4612	4193	4109	2996
MEX3A	582	491	629	323
MEX3B	121	103	78	66
MEX3C	565	525	678	544
MEX3D	276	245	203	198
MFAP1	1387	1322	1639	997
MFAP2	3	1	1	2
MFAP3	2690	2272	3499	2309
MFAP3L	1057	883	1459	999
MFAP4	2	7	4	1
MFAP5	0	0	0	0
MFF	1688	1589	1707	1298
MFGE8	394	456	564	324
MFHAS1	1663	1322	1739	1164
MFI2	219	197	182	164
MFI2-AS1	128	108	108	97
MFN1	1979	1770	2511	1646
MFN2	4045	3737	4884	3317
MFNG	0	2	3	0
MFRP	0	0	0	0
MFSD1	3509	2986	3570	2664
MFSD10	1745	1597	1075	1020
MFSD11	1012	1013	1221	843
MFSD2A	65	105	140	158
MFSD2B	0	0	4	0
MFSD3	3180	2769	1482	1250
MFSD4	34	30	37	30
MFSD5	2580	2445	2055	1539
MFSD6	1167	1116	1412	917
MFSD6L	0	0	0	0
MFSD7	0	0	3	0
MFSD8	1212	1062	1383	1006
MFSD9	985	859	808	608
MGA	3241	2743	3906	2222
MGAM	0	0	1	1
MGAT1	5246	4565	4551	3714
MGAT2	1982	1641	1885	1479
MGAT3	0	1	2	0
MGAT4A	7753	7274	9217	5296
MGAT4B	8530	7632	7832	5696
MGAT4C	0	0	0	0
MGAT5	963	586	948	478
MGAT5B	104	73	132	78
MGC12916	8	15	6	6
MGC12982	111	103	110	81
MGC14436	0	0	2	0
MGC15885	0	0	0	0
MGC16025	1	0	2	0
MGC16075	2	2	0	0
MGC16121	14	16	43	25
MGC16142	5	10	13	5
MGC16275	0	2	2	0
MGC16703	0	0	0	0
MGC21881	62	44	44	44
MGC23270	328	253	141	154
MGC23284	131	131	117	92
MGC27382	0	0	0	0
MGC2752	1000	829	813	677
MGC2889	0	0	0	0
MGC34034	0	0	0	0
MGC3771	46	49	61	27
MGC39372	3	0	2	2
MGC39584	0	0	0	0
MGC44328	0	0	0	0
MGC4473	0	0	0	0
MGC45800	0	0	2	0
MGC45922	4	2	2	4
MGC57346	244	188	239	141
MGC70870	0	0	0	0
MGC72080	159	104	136	79
MGEA5	5509	4908	9610	6039
MGLL	328	301	254	189
MGMT	2130	1991	1512	1269
MGP	504	585	604	299
MGRN1	3300	2842	2620	2082
MGST1	12145	11793	16314	11398
MGST2	2017	1798	1987	1307
MGST3	4606	4522	4915	3472
MIA	0	0	1	0
MIA-RAB4B	0	0	0	0
MIA2	0	0	0	1
MIA3	21362	18166	26405	16693
MIAT	36	33	37	31
MIB1	2983	2429	3418	2591
MIB2	488	370	312	297
MICA	2185	2283	2479	1450
MICAL1	656	581	703	355
MICAL2	246	205	213	125
MICAL3	2323	2003	2807	1664
MICALCL	4	3	6	5
MICALL1	1561	1336	1224	1000
MICALL2	2014	1763	1357	1067
MICB	674	756	899	437
MICU1	3530	3278	4271	2666
MID1	3	5	13	6
MID1IP1	2178	1971	1953	1849
MID2	2685	2486	3343	2045
MIDN	3167	2657	2904	2186
MIER1	842	693	1174	954
MIER2	655	524	466	340
MIER3	1302	1046	1746	1257
MIF	13843	9616	6197	6337
MIF4GD	1515	1406	1271	997
MIIP	612	428	353	392
MILR1	1	0	0	0
MIMT1	0	0	0	0
MINA	2694	2309	3403	2318
MINK1	3897	3464	4038	2152
MINPP1	1199	1026	1359	984
MIOS	2712	2286	3404	2128
MIOX	7	5	13	10
MIP	2	2	2	1
MIPEP	1824	1775	1532	1147
MIPOL1	385	325	519	415
MIR1-1	0	0	0	0
MIR1-2	0	0	0	0
MIR100	0	0	0	0
MIR100HG	7	5	10	1
MIR101-1	0	0	0	0
MIR101-2	0	0	0	0
MIR103A1	0	0	0	0
MIR103A2	2	0	1	0
MIR103B1	0	0	0	0
MIR103B2	0	0	0	0
MIR105-1	0	0	0	0
MIR105-2	0	0	0	0
MIR106A	0	0	0	0
MIR106B	0	2	0	0
MIR107	0	0	0	0
MIR10A	0	0	0	0
MIR10B	0	0	0	0
MIR1178	0	0	0	0
MIR1179	0	0	0	0
MIR1180	0	0	0	0
MIR1181	0	0	0	0
MIR1182	0	0	0	0
MIR1184-1	0	0	0	0
MIR1184-2	0	0	0	0
MIR1184-3	0	0	0	0
MIR1185-1	0	0	0	0
MIR1185-2	0	0	0	0
MIR1193	0	0	0	0
MIR1197	0	0	0	0
MIR1200	0	0	0	0
MIR1203	0	0	0	0
MIR1204	44	33	15	21
MIR1205	0	0	0	0
MIR1206	1	1	1	0
MIR1207	0	0	0	0
MIR1208	0	0	1	0
MIR122	0	0	0	0
MIR1224	0	0	0	0
MIR1225	0	0	0	0
MIR1226	0	1	0	0
MIR1227	0	0	0	0
MIR1228	0	0	0	0
MIR1229	1	0	0	0
MIR1231	0	0	0	0
MIR1233-1	0	0	0	0
MIR1233-2	0	0	0	0
MIR1234	0	0	0	0
MIR1236	0	0	0	0
MIR1237	0	0	0	0
MIR1238	0	0	0	0
MIR124-1	0	0	0	0
MIR124-2	0	0	0	0
MIR124-3	0	0	0	0
MIR1243	0	0	0	0
MIR1244-1	0	0	0	0
MIR1244-2	0	0	0	0
MIR1244-3	0	0	0	0
MIR1245	0	0	0	0
MIR1245B	0	0	0	0
MIR1246	0	0	0	0
MIR1247	0	0	0	0
MIR1248	0	0	0	0
MIR1249	0	0	1	0
MIR1250	0	0	0	0
MIR1251	0	0	0	0
MIR1252	0	0	0	0
MIR1253	0	0	0	0
MIR1256	0	0	0	0
